title,release_date_clean,critic_score_scaled,audience_score_scaled
Me and Earl and the Dying Girl,2015-07-03,8.2,8.6
Max,2002-12-27,6.9,6.4
Ted 2,2015-06-26,4.4,5.0
Terminator Genisys,2015-07-01,2.6,5.2
Magic Mike XXL,2015-07-01,6.5,5.5
Minions,2015-07-10,5.6,4.9
The Gallows,2015-07-10,1.5,2.2
Strangerland,2015-07-10,4.0,2.3
Ant-Man,2015-07-17,8.3,8.5
Trainwreck,2015-07-17,8.4,6.6
Irrational Man,2015-07-17,4.7,4.6
Mr. Holmes,2015-07-24,8.8,7.0
Pixels,2015-07-24,1.8,4.6
Southpaw: The Francis Barrett Story,2000-04-07,6.9,8.2
Paper Towns,2015-07-24,5.8,4.7
The Vatican Tapes,2015-07-24,2.0,5.8
Mission: Impossible Rogue Nation,2015-07-31,9.4,8.7
Fantastic Four,2005-07-08,2.8,4.5
Gift,2019-10-11,10.0,8.9
Ricki and the Flash,2015-08-07,6.5,4.3
Straight Outta Compton,2015-08-14,8.9,9.1
The Man From U.N.C.L.E.,2015-08-14,6.8,7.3
American Ultra,2015-08-21,4.4,4.5
Hitman: Agent 47,2015-08-21,0.8,4.0
She's Funny That Way,2015-08-21,4.5,3.5
The War Room,1993-09-14,9.6,8.3
Before We Go,2015-09-04,2.8,5.7
The Perfect Guy,2015-09-11,1.8,5.1
Sleeping With Other People,2015-09-11,6.4,5.6
Maze Runner: The Scorch Trials,2015-09-18,4.8,5.4
Hotel Transylvania 2,2015-09-25,5.7,6.4
99 Homes,2015-10-09,9.2,7.8
The Intern,2015-09-25,5.9,7.3
Stonewall,1996-07-26,6.7,6.8
Mississippi Grind,2015-09-25,9.1,5.5
The Martian,2015-10-02,9.1,9.1
Steve Jobs: The Lost Interview,2011-11-16,10.0,8.4
Beasts of No Nation,2015-10-16,9.1,9.2
Bridge of Spies,2015-10-16,9.1,8.7
Crimson Peak,2015-10-16,7.3,5.6
Woodlawn,2015-10-16,7.3,8.0
Experimenter,2015-10-16,8.5,6.1
Rock the Kasbah,2015-10-23,0.7,2.9
Paranormal Activity: The Ghost Dimension,2015-10-23,1.5,2.7
The Last Witch Hunter,2015-10-23,1.8,4.4
Bone Tomahawk,2015-10-23,9.1,7.4
I Smile Back,2015-10-23,4.9,6.2
Scouts Guide to the Zombie Apocalypse,2015-10-30,4.4,5.0
Freaks of Nature,2015-10-30,0.0,4.5
Burnt,2015-10-30,2.8,4.5
The Peanuts Movie,2015-11-06,8.7,7.6
The 33,2015-11-13,4.8,5.9
My All American,2015-11-13,3.1,7.8
Love the Coopers,2015-11-13,1.8,3.6
Carol,2016-01-08,9.4,7.5
Legend,1985-01-16,4.1,7.3
"The Hunger Games: Mockingjay, Part 2",2015-11-20,6.9,6.6
"The Hunger Games: Mockingjay, Part 2",2015-11-20,6.9,6.6
Creed,2015-11-25,9.5,8.9
The Good Dinosaur,2015-11-25,7.5,6.4
Krampus,2015-12-04,6.6,5.2
In the Heart of the Sea,2015-12-11,4.3,5.4
The Big Short,2015-12-23,8.9,8.8
Alvin and the Chipmunks: The Road Chip,2015-12-18,1.5,5.1
Concussion,2013-10-04,7.8,5.7
Point Break,1991-07-12,6.9,7.9
The Hateful Eight,2015-12-30,7.5,7.7
Anomalisa,2016-03-18,9.1,7.1
Rogue One: A Star Wars Story,2016-12-16,8.4,8.7
Finding Dory,2016-06-17,9.4,8.4
Captain America: Civil War,2016-05-06,9.0,8.9
The Secret Life of Pets,2016-07-08,7.0,6.2
Deadpool,2016-02-12,8.5,9.0
Zootopia,2016-03-04,9.8,9.2
Batman v Superman: Dawn of Justice,2016-03-25,2.9,6.3
Sing,1989-03-31,4.3,8.8
Anesthesia,2016-01-08,2.7,5.0
Ride Along 2,2016-01-15,1.4,4.8
13 Hours: The Secret Soldiers of Benghazi,2016-01-15,5.2,8.3
Norm of the North,2016-01-15,0.6,2.2
The Benefactor,2016-01-15,2.6,2.3
Dirty Grandpa,2016-01-22,1.0,4.4
The Boy,2016-01-22,3.1,3.8
Boy,2012-03-02,8.8,8.6
Kung Fu Panda 3,2016-01-29,8.6,7.9
The Finest Hours,2016-01-29,6.4,6.6
Fifty Shades of Black,2016-01-29,0.4,1.9
Jane Got a Gun,2016-01-29,4.1,3.8
Pride and Prejudice and Zombies,2016-02-05,4.7,4.5
The Choice,2016-02-05,1.1,6.1
Deadpool,2016-02-12,8.5,9.0
Zoolander No. 2,2016-02-12,2.2,2.0
How to Be Single,2016-02-12,4.6,4.7
Gods of Egypt,2016-02-26,1.4,3.7
Triple 9,2016-02-26,5.5,4.1
Eddie the Eagle,2016-02-26,8.2,8.2
Zootopia,2016-03-04,9.8,9.2
London Has Fallen,2016-03-04,2.8,5.0
Whiskey Tango Foxtrot,2016-03-04,6.8,5.4
The Other Side of the Door,2016-03-04,3.6,2.9
10 Cloverfield Lane,2016-03-11,9.0,7.9
The Brothers Grimsby,2016-03-11,3.6,4.1
The Brothers Grimsby,2016-03-11,3.6,4.1
The Young Messiah,2016-03-11,4.9,6.5
"Hello, My Name Is Doris",2016-03-25,8.5,7.6
Miracles From Heaven,2016-03-16,4.5,8.0
The Divergent Series: Allegiant,2016-03-18,1.1,4.1
The Bronze,2016-03-18,3.6,4.4
Batman v Superman: Dawn of Justice,2016-03-25,2.9,6.3
My Big Fat Greek Wedding 2,2016-03-25,2.8,5.2
I Saw the Light,2016-04-01,1.9,3.7
Everybody Wants Some!!,2016-04-22,8.7,6.8
God's Not Dead 2,2016-04-01,1.0,6.2
Meet the Blacks,2016-04-01,1.7,7.2
Hardcore Henry,2016-04-08,5.1,5.5
The Invitation,2016-04-08,9.0,6.9
Barbershop: The Next Cut,2016-04-15,9.0,6.6
The Green Room,1978-04-05,4.0,5.4
The Huntsman: Winter's War,2016-04-22,2.0,4.5
A Hologram for the King,2016-04-22,7.0,5.4
Elvis & Nixon,2016-04-22,7.6,5.7
Keanu,2016-04-29,7.8,5.5
Mother's Day,1980-09-19,4.6,3.8
Ratchet & Clank,2016-04-29,2.2,4.2
Captain America: Civil War,2016-05-06,9.0,8.9
Money Monster,2016-05-13,5.9,5.1
The Darkness,2016-05-13,0.3,1.9
Darkness,2004-12-25,0.5,3.1
The Angry Birds Movie,2016-05-20,4.4,4.7
Neighbors 2: Sorority Rising,2016-05-20,6.4,4.4
The Nice Guys,2016-05-20,9.1,7.9
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-03,3.8,4.7
Me Before You,2016-06-03,5.4,7.3
Popstar: Never Stop Never Stopping,2016-06-03,7.9,6.5
The Conjuring 2,2016-06-10,8.0,8.1
Warcraft,2016-06-10,2.9,7.6
Now You See Me 2,2016-06-10,3.3,5.3
Finding Dory,2016-06-17,9.4,8.4
Central Intelligence,2016-06-17,7.1,6.2
Independence Day: Resurgence,2016-06-24,2.9,3.0
The Shallows,2016-06-24,7.9,5.9
Free State of Jones,2016-06-24,4.8,6.4
The Neon Demon,2016-06-24,5.9,5.1
Swiss Army Man,2016-07-01,7.2,7.2
The Legend of Tarzan,2016-07-01,3.5,5.8
The Purge: Election Year,2016-07-01,5.5,4.8
The Secret Life of Pets,2016-07-08,7.0,6.2
Captain Fantastic,2016-07-08,8.3,8.5
Mike and Dave Need Wedding Dates,2016-07-08,3.9,5.1
The Infiltrator,2016-07-13,7.1,7.1
Café Society,2016-07-29,7.1,5.6
Ghostbusters,1984-06-08,9.5,8.8
Star Trek Beyond,2016-07-22,8.6,8.0
Batman: The Killing Joke,2016-07-25,3.5,5.0
Ice Age: Collision Course,2016-07-22,1.8,3.9
Jason Bourne,2016-07-29,5.4,5.5
Bad Moms,2016-07-29,5.9,6.3
Pete's Dragon,1977-11-03,5.6,6.0
Sausage Party,2016-08-12,8.2,5.0
Hell or High Water,2016-08-19,9.7,8.8
Kubo and the Two Strings,2016-08-19,9.7,8.6
Mechanic: Resurrection,2016-08-26,3.1,4.0
Hands of Stone,2016-08-26,4.5,5.2
The 9th Life of Louis Drax,2016-09-02,3.8,3.9
The Light Between Oceans,2016-09-02,6.2,6.1
Sully,2016-09-09,8.5,8.4
The Disappointments Room,2016-09-09,0.0,1.7
Bridget Jones's Baby,2016-09-16,7.8,6.5
Snowden,2016-09-16,6.1,7.0
Blair Witch,2016-09-16,3.8,3.1
Hillsong: Let Hope Rise,2016-09-16,6.0,7.8
The Magnificent Seven,2016-09-23,6.4,7.1
Storks,2016-09-23,6.5,6.2
Miss Peregrine's Home for Peculiar Children,2016-09-30,6.4,6.0
Deepwater Horizon,2016-09-30,8.2,8.2
Queen of Katwe,2016-09-30,9.4,8.6
Masterminds,1997-08-22,1.9,4.9
Middle School: The Worst Years of My Life,2016-10-07,6.4,5.9
The Alchemist Cookbook,2016-10-07,8.4,3.4
Kevin Hart: What Now?,2016-10-14,7.6,5.8
Max Steel,2016-10-14,0.0,4.8
Jack Reacher: Never Go Back,2016-10-21,3.8,4.2
Keeping Up With the Joneses,2016-10-21,1.9,3.7
Ouija: Origin of Evil,2016-10-21,8.3,5.7
Tyler Perry's Boo! A Madea Halloween,2016-10-21,1.9,5.3
I'm Not Ashamed,2016-10-21,2.0,8.2
American Pastoral,2016-10-21,2.4,3.1
Trolls,2016-11-04,7.6,6.7
Hacksaw Ridge,2016-11-04,8.4,9.1
The Love Witch,2016-11-11,9.5,6.1
Billy Lynn's Long Halftime Walk,2016-11-18,4.4,4.1
All Is Bright,2013-10-04,4.8,2.3
Fantastic Beasts and Where to Find Them,2016-11-18,7.4,7.9
The Edge of Seventeen,2016-11-18,9.4,8.3
Edge of Seventeen,1998-06-11,8.0,7.3
Bleed for This,2016-11-18,7.1,7.0
Manchester by the Sea,2016-12-16,9.6,7.8
Allied,2016-11-23,6.0,6.4
Bad Santa 2,2016-11-23,2.3,3.4
Rules Don't Apply,2016-11-23,5.5,3.4
La La Land,2016-12-25,9.1,8.1
Office Christmas Party,2016-12-09,4.0,4.1
Collateral Beauty,2016-12-16,1.3,6.4
Rogue One: A Star Wars Story,2016-12-16,8.4,8.7
The Founder,2017-01-20,8.1,8.2
Assassin's Creed,2016-12-21,1.8,4.2
Sing,1989-03-31,4.3,8.8
A Monster Calls,2017-01-06,8.6,8.1
Why Him?,2016-12-23,3.9,5.1
Hidden Figures,2017-01-06,9.3,9.3
Live by Night,2017-01-13,3.5,4.2
Paterson,2016-12-28,9.6,7.2
Star Wars: The Last Jedi,2017-12-15,9.1,4.1
Jumanji: Welcome to the Jungle,2017-12-20,7.6,8.7
Guardians of the Galaxy Vol. 2,2017-05-05,8.5,8.7
Thor: Ragnarok,2017-11-03,9.3,8.7
Despicable Me 3,2017-06-30,5.8,5.3
The Bye Bye Man,2017-01-13,1.8,2.2
The Bye Bye Man,2017-01-13,1.8,2.2
The Book of Love,2017-01-13,0.8,6.3
xXx: Return of Xander Cage,2017-01-20,4.5,3.7
The Resurrection of Gavin Stone,2017-01-20,5.4,8.4
Sophie and the Rising Sun,2017-01-27,6.9,6.2
A Dog's Purpose,2017-01-27,3.4,7.4
Resident Evil: The Final Chapter,2017-01-27,3.8,4.7
Lost in Florence,2017-01-27,1.4,3.3
I Am Michael,2017-01-27,6.2,3.7
iBoy,2017-01-27,6.9,4.0
The Space Between Us,2017-02-03,1.6,5.5
Youth in Oregon,2017-02-03,4.5,4.7
I am not your negro,2017-02-03,9.9,8.3
Growing Up Smith,2017-02-03,7.3,8.1
The LEGO Batman Movie,2017-02-10,9.0,8.0
John Wick: Chapter 2,2017-02-10,8.9,8.5
Fifty Shades Darker,2017-02-10,1.1,4.8
A Cure for Wellness,2017-02-17,4.2,4.2
American Fable,2017-02-17,7.6,4.1
XX,2017-02-17,6.9,2.0
Get Out,2017-02-24,9.8,8.6
Rock Dog,2017-02-24,4.6,4.8
Contemporary Color,2017-03-01,7.1,7.3
The Shack,2017-03-03,2.1,7.6
Before I Fall,2017-03-03,6.4,5.7
Table 19,2017-03-03,2.6,4.1
Donald Cried,2017-03-03,8.9,7.0
Kong: Skull Island,2017-03-10,7.5,7.0
The Belko Experiment,2017-03-17,5.4,4.0
Song to Song,2017-03-17,4.3,3.7
Atomica,2017-03-17,2.3,2.0
All Nighter,2017-03-17,1.4,3.9
The Devil's Candy,2017-03-17,9.3,6.5
Life,1999-04-16,5.2,7.7
CHIPS,2017-03-24,1.9,4.5
The Boss Baby,2017-03-31,5.3,5.1
The Boss Baby,2017-03-31,5.3,5.1
The Zookeeper's Wife,2017-03-31,6.4,7.6
The Blackcoat's Daughter,2017-03-31,7.6,5.1
Carrie Pilby,2017-03-31,6.3,7.6
The Case for Christ,2017-04-07,6.1,7.8
Smurfs: The Lost Village,2017-04-07,4.0,5.5
Going in Style,1979-12-25,8.2,7.5
Colossal,2017-04-07,8.2,5.8
Aftermath,2013-11-01,8.2,8.0
The Fate of the Furious,2017-04-14,6.7,7.2
Spark: A Space Tail,2017-04-14,1.3,3.4
The Lost City of Z,2017-04-21,8.6,5.8
My Entire High School Sinking Into the Sea,2017-04-14,8.4,5.5
Born in China,2017-04-21,8.3,7.3
How to Be a Latin Lover,2017-04-28,3.9,6.1
Sleight,2017-04-28,8.0,5.2
Guardians of the Galaxy Vol. 2,2017-05-05,8.5,8.7
3 Generations,2017-05-05,3.0,4.4
King Arthur: Legend of the Sword,2017-05-12,3.1,6.9
Paris Can Wait,2017-05-12,4.7,3.9
Alien: Covenant,2017-05-19,6.5,5.5
Diary of a Wimpy Kid: The Long Haul,2017-05-19,1.9,3.0
"Everything, Everything",2017-05-19,4.4,6.1
Wakefield,2017-05-19,7.5,5.3
Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-26,3.0,6.0
Buena Vista Social Club: Adiós,2017-05-26,7.0,7.5
Captain Underpants: The First Epic Movie,2017-06-02,8.7,6.2
Dean,2017-06-02,6.5,6.6
The Mummy,1999-05-07,6.2,7.5
It Comes at Night,2017-06-09,8.8,4.4
Megan Leavey,2017-06-09,8.6,8.2
Beatriz at Dinner,2017-06-23,7.6,5.3
Cars 3,2017-06-16,6.9,6.8
Rough Night,2017-06-16,4.5,2.9
47 Meters Down,2017-06-16,5.3,3.5
The Book of Henry,2017-06-16,2.2,6.3
Once Upon a Time in Venice,2017-06-16,2.1,2.8
Transformers: The Last Knight,2017-06-21,1.6,4.3
The Beguiled,2017-06-30,7.8,4.8
The Big Sick,2017-07-14,9.8,8.8
The Bad Batch,2017-06-23,4.5,3.0
Baby Driver,2017-06-28,9.2,8.6
Okja,2017-06-28,8.6,8.1
Despicable Me 3,2017-06-30,5.8,5.3
The Little Hours,2017-06-30,7.8,5.0
A Ghost Story,2017-07-07,9.1,6.7
War for the Planet of the Apes,2017-07-14,9.4,8.4
Wish Upon,2017-07-14,2.0,3.1
Girls Trip,2017-07-21,9.1,7.8
The Emoji Movie,2017-07-28,0.6,3.6
An Inconvenient Sequel: Truth to Power,2017-08-11,8.0,5.0
Brigsby Bear,2017-07-28,8.3,8.7
Menashe,2017-07-28,9.5,6.5
Annabelle: Creation,2017-08-11,7.0,6.8
The Nut Job 2: Nutty by Nature,2017-08-11,1.5,4.4
Good Time,2017-08-25,9.1,8.2
Ingrid Goes West,2017-08-25,8.5,7.1
The Only Living Boy in New York,2017-08-11,3.3,5.9
The Hitman's Bodyguard,2017-08-18,4.4,6.7
Logan Lucky,2017-08-18,9.2,7.6
Patti Cake$,2017-08-18,8.6,7.8
Victor Crowley,2017-08-22,6.7,6.0
All Saints,2017-08-25,9.5,7.3
Served Like a Girl,2017-08-25,10.0,8.1
Beach Rats,2017-08-25,8.4,5.7
Birth of the Dragon,2017-08-25,2.5,6.7
Film Stars Don't Die in Liverpool,2017-12-29,8.1,6.7
Tulip Fever,2017-09-01,1.0,4.3
The Good Catholic,2017-09-08,4.3,8.1
Brad's Status,2017-09-22,7.9,5.5
Kingsman: The Golden Circle,2017-09-22,5.0,6.4
The LEGO NINJAGO Movie,2017-09-22,5.6,4.6
Battle of the Sexes,2017-09-29,8.4,7.1
Jeepers Creepers 3,2017-09-26,1.7,2.9
Flatliners,1990-08-10,5.0,5.9
Mark Felt: The Man Who Brought Down the White House,2017-09-29,3.6,4.1
Blade Runner 2049,2017-10-06,8.8,8.8
The Mountain Between Us,2017-10-06,3.9,4.9
The Florida Project,2017-10-06,9.6,8.1
Brawl in Cell Block 99,2017-10-06,9.0,7.4
Happy Death Day,2017-10-13,7.0,6.7
Marshall,2017-10-13,8.0,8.4
Professor Marston & the Wonder Women,2017-10-13,8.7,7.7
Geostorm,2017-10-20,1.8,3.5
Tyler Perry's Boo 2! A Madea Halloween,2017-10-20,0.5,4.1
Same Kind of Different as Me,2017-10-20,4.0,8.4
Wonderstruck,2017-10-20,6.9,5.5
Suburbicon,2017-10-27,2.8,2.6
Novitiate,2017-10-27,8.6,6.8
All I See Is You,2017-10-27,3.0,3.1
Amityville: The Awakening,2017-10-28,2.9,3.2
Thor: Ragnarok,2017-11-03,9.3,8.7
A Bad Moms Christmas,2017-11-01,3.2,4.3
Last Flag Flying,2017-11-03,7.6,7.2
Lady Bird,2017-11-22,9.9,7.9
Murder on the Orient Express,1974-11-24,9.0,7.8
Daddy's Home 2,2017-11-10,2.1,5.1
LBJ,2017-11-03,5.6,5.4
"Three Billboards Outside Ebbing, Missouri",2017-11-22,9.0,8.7
Wonder,2017-11-17,8.6,8.8
Cook Off!,2017-11-17,2.5,6.0
Mr. Roosevelt,2017-10-27,10.0,5.8
"Roman J. Israel, Esq.",2017-11-22,5.5,5.7
Call Me by Your Name,2018-01-19,9.4,8.6
The Disaster Artist,2017-12-08,9.1,8.5
Wonder Wheel,2017-12-15,3.1,4.3
"I, Tonya",2018-01-12,9.0,8.8
Just Getting Started,2017-12-08,0.4,1.2
Star Wars: The Last Jedi,2017-12-15,9.1,4.1
Ferdinand,2017-12-15,7.1,5.2
Beyond Skyline,2017-12-15,6.7,3.8
Jumanji: Welcome to the Jungle,2017-12-20,7.6,8.7
The Greatest Showman,2017-12-20,5.7,8.6
Pitch Perfect 3,2017-12-22,2.8,4.3
Downsizing,2017-12-22,4.7,2.5
The Post,2018-01-12,8.8,7.4
Bright,2017-12-22,2.6,8.3
Crooked House,2017-12-22,5.8,5.4
Hostiles,2018-01-26,7.0,7.6
All the Money in the World,2017-12-25,7.9,6.6
Molly's Game,2018-01-05,8.1,8.4
Phantom Thread,2018-01-19,9.1,7.0
Avengers: Infinity War,2018-04-27,8.5,9.2
Incredibles 2,2018-06-15,9.3,8.4
Jurassic World: Fallen Kingdom,2018-06-22,4.6,4.8
Aquaman,2018-12-21,6.5,7.2
Deadpool 2,2018-05-18,8.4,8.5
Dr. Seuss' The Grinch,2018-11-09,5.9,5.2
How the Grinch Stole Christmas,2000-11-17,4.9,5.8
Mission: Impossible - Fallout,2018-07-27,9.7,8.8
Bohemian Rhapsody,2018-11-02,6.0,8.5
Insidious: The Last Key,2018-01-05,3.3,4.9
The Commuter,2018-01-12,5.5,4.0
Proud Mary,2018-01-12,2.5,4.5
Freak Show,2018-01-12,5.2,7.1
Humor Me,2018-01-12,7.1,5.3
12 Strong,2018-01-19,5.0,6.2
Den of Thieves,2018-01-19,4.1,6.2
Forever My Girl,2018-01-19,2.4,7.9
Maze Runner: The Death Cure,2018-01-26,4.2,5.8
Winchester,2018-02-02,1.3,3.2
A Fantastic Woman,2018-02-02,9.4,7.6
Peter Rabbit,2018-02-09,6.4,5.6
Pad Man,2018-02-09,7.4,8.9
Fifty Shades Freed,2018-02-09,1.1,3.8
The 15:17 to Paris,2018-02-09,2.3,3.7
Permission,2018-02-09,6.7,3.3
Golden Exits,2018-02-09,6.7,3.6
Game Night,2018-02-23,8.5,7.8
Annihilation,2018-02-23,8.8,6.7
The Cured,2018-02-23,7.1,4.5
Red Sparrow,2018-03-02,4.5,5.1
Death Wish,1974-07-24,6.6,6.9
The Vanishing of Sidney Hall,2018-03-02,1.1,7.7
Pickings,2018-03-02,8.0,5.7
The Strangers: Prey at Night,2018-03-09,4.0,3.6
The Strangers: Prey at Night,2018-03-09,4.0,3.6
The Hurricane Heist,2018-03-09,4.7,2.3
"Love, Simon",2018-03-16,9.2,8.7
7 Days in Entebbe,2018-03-16,2.4,3.7
Furlough,2018-03-16,2.0,3.1
Josie,2018-03-16,1.3,3.2
Pacific Rim Uprising,2018-03-23,4.2,3.7
Sherlock Gnomes,2018-03-23,2.7,3.6
Unsane,2018-03-23,8.0,5.9
"Paul, Apostle of Christ",2018-03-23,4.8,8.3
Final Portrait,2018-03-23,7.3,4.8
Ready Player One,2018-03-29,7.2,7.7
Acrimony,2018-03-30,1.8,6.0
God's Not Dead: A Light in Darkness,2018-03-30,1.1,5.2
A Quiet Place,2018-04-06,9.6,8.3
Blockers,2018-04-06,8.4,5.1
You Were Never Really Here,2018-04-06,8.9,6.4
Chappaquiddick,2018-04-06,8.0,6.8
The Miracle Season,2018-04-06,5.2,8.2
Beirut,2018-04-11,8.2,5.7
The Rider,2018-04-13,9.7,8.2
Sgt. Stubby: An American Hero,2018-04-13,8.9,9.2
I Feel Pretty,2018-04-20,3.5,3.5
Super Troopers 2,2018-04-20,3.5,6.4
Avengers: Infinity War,2018-04-27,8.5,9.2
Backstabbing for Beginners,2018-04-27,3.9,5.2
Overboard,1987-12-16,4.6,7.4
The Truth About Tully,2002-11-01,8.1,7.6
Bad Samaritan,2018-05-04,5.4,6.5
The Cleanse,2018-05-04,7.9,3.6
Deadpool 2,2018-05-18,8.4,8.5
Book Club,2018-05-18,5.5,5.1
First Reformed,2018-05-18,9.4,6.9
Show Dogs,2018-05-18,1.6,2.7
Solo: A Star Wars Story,2018-05-25,6.9,6.3
How to Talk to Girls at Parties,2018-05-25,4.8,3.9
Future World,2018-05-25,0.0,1.2
Action Point,2018-06-01,1.6,2.7
Adrift,2018-06-01,7.0,6.5
American Animals,2018-06-01,8.8,8.2
Social Animals,2018-06-01,5.8,4.3
Ocean's 8,2018-06-08,6.8,4.7
Won't You Be My Neighbor?,2018-06-29,9.7,9.4
Hereditary,2018-06-08,9.0,7.1
Hotel Artemis,2018-06-08,5.7,3.5
Incredibles 2,2018-06-15,9.3,8.4
Jurassic World: Fallen Kingdom,2018-06-22,4.6,4.8
Damsel,2018-06-22,6.7,5.3
The Domestics,2018-06-29,10.0,4.9
Sicario: Day of the Soldado,2018-06-29,6.2,6.5
Leave No Trace,2018-06-29,10.0,7.9
Uncle Drew,2018-06-29,6.1,4.8
Woman Walks Ahead,2018-06-29,5.9,6.1
The First Purge,2018-07-04,5.6,2.7
Sorry to Bother You,2018-07-13,9.3,7.0
Hotel Transylvania 3: Summer Vacation,2018-07-13,6.2,4.9
Eighth Grade,2018-08-03,9.9,8.2
"Don't Worry, He Won't Get Far on Foot",2018-07-13,7.7,7.6
Mamma Mia! Here We Go Again,2018-07-20,7.9,6.6
The Equalizer 2,2018-07-20,5.2,6.1
The Equalizer 2,2018-07-20,5.2,6.1
Blindspotting,2018-07-27,9.4,8.7
Unfriended: Dark Web,2018-07-20,5.9,4.0
Mission: Impossible - Fallout,2018-07-27,9.7,8.8
Teen Titans GO! to the Movies,2018-07-27,9.1,7.1
Hot Summer Nights,2018-07-27,4.5,5.9
Christopher Robin,2018-08-03,7.2,8.3
The Darkest Minds,2018-08-03,1.5,7.1
The Spy Who Dumped Me,2018-08-03,4.9,5.8
The Miseducation of Cameron Post,2018-08-03,8.7,7.7
Never Goin' Back,2018-08-03,7.6,6.4
Dog Days,2002-02-15,4.9,6.9
The Meg,2018-08-10,4.7,4.4
BlacKkKlansman,2018-08-10,9.6,8.3
Slender Man,2018-08-10,0.8,1.6
A Prayer Before Dawn,2018-08-10,9.2,7.5
Elizabeth Harvest,2018-08-10,5.2,6.0
Crazy Rich Asians,2018-08-15,9.1,7.6
Mile 22,2018-08-17,2.3,4.4
Billionaire Boys Club,2018-08-17,0.7,3.4
"Juliet, Naked",2018-08-17,8.2,7.4
Down a Dark Hall,2018-08-17,4.8,2.0
The Happytime Murders,2018-08-24,2.3,4.0
A-X-L,2018-08-24,2.5,5.8
Operation Finale,2018-08-29,6.1,6.7
Destination Wedding,2018-08-31,5.1,5.7
The Predator,2018-09-14,3.4,3.2
Predator,1987-06-12,8.0,8.7
White Boy Rick,2018-09-14,5.7,5.0
A Simple Favor,2018-09-14,8.4,7.3
The Children Act,2018-09-14,7.4,6.3
Unbroken: Path to Redemption,2018-09-14,3.8,7.3
The House With a Clock in Its Walls,2018-09-21,6.5,4.5
Life Itself,2014-07-04,9.8,8.8
The Sisters Brothers,2018-10-19,8.7,6.9
Assassination Nation,2018-09-21,7.4,5.5
Fahrenheit 11/9,2018-09-21,8.2,6.0
"Love, Gilda",2018-09-21,8.9,8.1
Smallfoot,2018-09-28,7.6,6.2
The Old Man & the Gun,2018-10-19,9.3,6.6
The Old Man & the Gun,2018-10-19,9.3,6.6
Hell Fest,2018-09-28,3.9,4.1
A Star Is Born,2018-10-05,9.0,8.0
The Great Buster: A Celebration,2018-10-05,9.4,8.6
First Man,2018-10-12,8.7,6.8
Bad Times at the El Royale,2018-10-12,7.5,7.5
Goosebumps 2: Haunted Halloween,2018-10-12,4.8,3.7
Beautiful Boy,2011-06-03,7.1,5.6
Gosnell,2018-10-12,6.0,9.6
After Everything,2018-10-12,8.4,7.1
The Hate U Give,2018-10-19,9.7,8.1
Can You Ever Forgive Me?,2018-10-19,9.8,8.1
Mid90s,2018-10-26,8.1,8.1
What They Had,2018-10-19,8.7,8.3
Hunter Killer,2018-10-26,3.8,6.7
Johnny English Strikes Again,2018-10-26,3.6,5.0
Suspiria,2018-10-26,6.5,7.2
Bullitt County,2018-10-26,5.0,7.5
Bohemian Rhapsody,2018-11-02,6.0,8.5
The Nutcracker and the Four Realms,2018-11-02,3.2,3.5
Boy Erased,2018-11-16,8.0,7.4
The Other Side of the Wind,2018-11-02,8.3,5.8
A Private War,2018-11-16,8.7,6.3
Bodied,2018-11-02,8.9,8.5
Dr. Seuss' The Grinch,2018-11-09,5.9,5.2
How the Grinch Stole Christmas,2000-11-17,4.9,5.8
The Girl in the Spider's Web,2018-11-09,3.8,3.6
The Ballad of Buster Scruggs,2018-11-08,8.9,7.8
Fantastic Beasts: The Crimes of Grindelwald,2018-11-16,3.6,5.4
Green Book,2018-11-21,7.7,9.1
Instant Family,2018-11-16,8.2,8.3
Ralph Breaks the Internet,2018-11-21,8.8,6.4
Creed II,2018-11-21,8.3,8.0
The Favourite,2018-12-14,9.3,7.0
Mowgli: Legend of the Jungle,2018-11-29,5.2,5.1
The Possession of Hannah Grace,2018-11-30,2.1,2.8
Mary Queen of Scots,2018-12-21,6.2,4.1
Ben Is Back,2019-01-11,8.1,6.9
Mortal Engines,2018-12-14,2.6,4.8
If Beale Street Could Talk,2019-01-11,9.5,6.8
Mary Poppins Returns,2018-12-19,7.9,6.4
Aquaman,2018-12-21,6.5,7.2
Bumblebee,2018-12-21,9.0,7.5
Welcome to Marwen,2018-12-21,3.4,4.8
Holmes & Watson,2018-12-25,1.0,2.5
On the Basis of Sex,2019-01-11,7.2,7.6
Destroyer,2018-12-25,7.4,5.0
Avengers: Endgame,2019-04-26,9.4,9.0
The Lion King,1994-06-24,9.2,9.3
The Lion King,1994-06-24,9.2,9.3
Star Wars: The Rise of Skywalker,2019-12-20,5.1,8.6
Frozen II,2019-11-22,7.7,9.2
Toy Story 4,2019-06-21,9.7,9.4
Captain Marvel,2019-03-08,7.9,4.5
Aladdin,2019-05-24,5.7,9.4
Jumanji: The Next Level,2019-12-13,7.2,8.7
Rust Creek,2019-01-04,8.4,6.0
American Hangman,2019-01-04,4.4,5.4
A Dog's Way Home,2019-01-11,5.9,7.1
The Upside,2019-01-11,4.3,8.2
In Their Skin,2012-11-09,4.5,1.7
The Standoff at Sparrow Creek,2019-01-18,7.8,6.6
